"Cliente.x","Rut","Folio","Emisión","Vencimiento","Neto","Impuestos","Total","Monto Pagado","Notas de credito","Notas de debito","Monto Por Pagar","Moneda","Tipo","Estado","Cesión de documento","Fecha de Cesión","Factoring","Compromiso de pago","Fecha proyectada de pago","Pago","Dias de vencida","Extrajudicial","XML","División","Orden de compra","Etiquetas","Nota","Glosa","Id Externo Cliente","Plazo de pago","FechaPago","Dias_Mora","Cliente.y","Giro","Comuna","Dirección","Ciudad","Unidad","Precio Base","CRUT","MRUT","PCRUT","PMRUT","CCRN","CMRN","PCCRN","PCMRN"
"BP",68,4145,2025-07-02,2025-08-01,627571,119238,746809,746809,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","08/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 15,98. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 627571 MontoItem: 627571",NA,30,2025-08-08,0,"BP","VENTA DE PARTES, PIEZAS Y ACCESORIOS PAR","ESTACION CENTRAL","OBISPO UMAÑA, OFICINA 1042","SANTIAGO","UF","15.98",230,0,0.0691,"0",0,0,0,"0"
"BO",67,4144,2025-07-02,2025-08-01,39272,7462,46734,46734,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","28/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 39272 MontoItem: 39272",NA,30,2025-07-28,0,"BO","OTRAS ACTIVIDADES DE VENTA POR MENOR NO","VITACURA","AV. PRESIDENTE KENNEDY 7440 OF. 603","SANTIAGO","UF","1",3,5,0.1084,"0.13539999999999999",0,0,0,"0"
"BN",66,4143,2025-07-02,2025-08-01,82904,15752,98656,98656,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","01/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 2,111. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 82904 MontoItem: 82904",NA,30,2025-08-01,0,"BN","EXPLOTACION DE FRIGORIFICOS PARA ALMACEN","REQUINOA","CAMINO EL ABRA, KILÓMETRO 2.5","REQUINOA","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"BM",65,4142,2025-07-02,2025-08-01,488155,92749,580904,580904,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","25/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 12,43. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 488155 MontoItem: 488155",NA,30,2025-07-25,0,"BM","VENTA AL POR MAYOR NO ESPECIALIZADA","CASABLANCA","PRESBITERO J. MORENO ZAMA 1005","CASABLANCA","UF","12.43",51,51,0.1084,"0.13539999999999999",0,0,0,"0"
"BL",64,4141,2025-07-02,2025-08-01,76974,14625,91599,91599,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","01/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 76974 MontoItem: 76974",NA,30,2025-08-01,0,"BL","VENTA AL POR MAYOR DE INSTRUMENTOS CIENT","HUECHURABA","AVENIDA DEL VALLE NORTE 961, OFICINA 4709","SANTIAGO","UF","1.96",10,5,0.10841,"0.13539999999999999",0,0,0,"0"
"BK",63,4140,2025-07-02,2025-08-01,136471,25929,162400,162400,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","04/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 3,475. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 136471 MontoItem: 136471",NA,30,2025-07-04,0,"BK","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","LAS CONDES","CRUZ DEL SUR 133, OFICINA 601","SANTIAGO","UF","3.31",151,40,0.0157,"2.3599999999999999E-2",0,0,0,"0"
"BJ",62,4139,2025-07-02,2025-08-01,153947,29250,183197,183197,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","11/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 3,92. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 153947 MontoItem: 153947",NA,30,2025-08-11,0,"BJ","ASERRADO Y ACEPILLADURA DE MADERA","CONSTITUCION","FUNDO LOS TRÉGUILES KM. 10 S/N CAMINO A SAN JAVIER","CONSTITUCION","UF","3.92",20,10,0.1205,"0.15049999999999999",0,0,0,"0"
"BI",61,4138,2025-07-02,2025-08-01,81726,15528,97254,97254,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","30/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 2,081. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 81726 MontoItem: 81726",NA,30,2025-07-30,0,"BI","VENTA AL POR MENOR DE OTROS PRODUCTOS EN","COLINA","BAYONA #25, BODEGA 2","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"BH",60,4137,2025-07-02,2025-08-01,128420,24400,152820,152820,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","30/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 3,27. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 128420 MontoItem: 128420",NA,30,2025-07-30,0,"BH","VENTA AL POR MAYOR NO ESPECIALIZADA","PROVIDENCIA","HERNANDO DE AGUIRRE 201, OFICINA 902","SANTIAGO","UF","3.18",10,20,0.09,"0.114",0,0,0,"0"
"BG",59,4136,2025-07-02,2025-08-01,323604,61485,385089,385089,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","28/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 8,24. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 323604 MontoItem: 323604",NA,30,2025-07-28,0,"BG","VENTA AL POR MAYOR DE PRODUCTOS FARMACEU","PROVIDENCIA","AVENIDA SANTA MARIA 2474","SANTIAGO","UF","8.24",51,20,0.1084,"0.13539999999999999",0,0,0,"0"
"BF",58,4135,2025-07-02,2025-08-01,94725,17998,112723,112723,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","01/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 2,412. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 94725 MontoItem: 94725",NA,30,2025-07-01,0,"BF","ACTIVIDADES DE SERVICIOS VINCULADAS AL T","CONCON","COSTA DE MONTEMAR 394","VIÑA DEL MAR","UF","3.2",40,10,0.0511,"7.6700000000000004E-2",50,0,0.0054,"0"
"BE",57,4134,2025-07-02,2025-08-01,136079,25855,161934,161934,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","07/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 3,465. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 136079 MontoItem: 136079",NA,30,2025-07-07,0,"BE","VENTA AL POR MAYOR DE CARNE Y PRODUCTOS","HUECHURABA","GUANACO 6464 , BODEGA E1","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"BD",56,4133,2025-07-02,2025-08-01,69119,13133,82252,82252,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","07/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,76. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 69119 MontoItem: 69119",NA,30,2025-08-07,0,"BD","ALQUILER DE VEHICULOS AUTOMOTORES SIN CH","RANCAGUA","LAS TORRES 90, OFICINA 2","RANCAGUA","UF","1.76",10,5,0.1084,"0.13539999999999999",0,0,0,"0"
"BC",55,4132,2025-07-02,2025-08-01,99241,18856,118097,118097,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","28/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 2,527. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 99241 MontoItem: 99241",NA,30,2025-07-28,0,"BC","ACTIVIDADES DE CONSULTORIA DE GESTION","PROVIDENCIA","LA CONCEPCION 191, OFICINA 601","SANTIAGO","UF","0.96",8,0,0.1205,"0",0,0,0,"0"
"BB",54,4131,2025-07-02,2025-08-01,76974,14625,91599,91599,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","04/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 76974 MontoItem: 76974",NA,30,2025-08-04,0,"BB","VENTA AL POR MAYOR DE MATERIAS PRIMAS AG","QUILLOTA","PARCELA SANTA TERESA LOTE C-3 LA PALMA","QUILLOTA","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"BA",53,4130,2025-07-02,2025-08-01,203548,38674,242222,242222,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","22/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 5,183. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 203548 MontoItem: 203548",NA,30,2025-07-22,0,"BA","VENTA DE PARTES, PIEZAS Y ACCESORIOS PAR","PUDAHUEL","SALAR DE ATACAMA 1338","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"AZ",52,4129,2025-07-02,2025-08-01,175665,33376,209041,209041,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","29/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 4,473. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 175665 MontoItem: 175665",NA,30,2025-07-29,0,"AZ","OTROS SERVICIOS DE ALMACENAMIENTO Y DEPO","VALPARAISO","ALMIRANTE GOMEZ CARREÑO N°49","VALPARAISO","UF","4.33",15,20,0.1084,"0.14299999999999999",0,0,0,"0"
"AY",51,4128,2025-07-02,2025-08-01,532415,101159,633574,633574,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","25/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 13,557. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 532415 MontoItem: 532415",NA,40,2025-07-25,0,"AY","VENTA DE PARTES, PIEZAS Y ACCESORIOS PAR","SAN BERNARDO","AVENIDA GENERAL VELASQUEZ # 10701","SANTIAGO","UF","12.917900000000001",0,101,0,"0.12790000000000001",0,0,0,"0"
"AX",50,4127,2025-07-02,2025-08-01,76974,14625,91599,91599,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","01/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 76974 MontoItem: 76974",NA,30,2025-08-01,0,"AX","EXPLOTACION DE MATADEROS DE BOVINOS, OVI","PROVIDENCIA","AV. LOS CONQUISTADORES 1730, OFICINA 2802","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"AW",49,4126,2025-07-02,2025-08-01,76974,14625,91599,91599,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","01/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 76974 MontoItem: 76974",NA,30,2025-08-01,0,"AW","VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICA","LAS CONDES","AVENIDA NUEVA TAJAMAR 481, TORRE SUR, OFICINA 701","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"AV",48,4124,2025-07-02,2025-08-01,74500,14155,88655,88655,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","29/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,897. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 74500 MontoItem: 74500",NA,30,2025-08-29,0,"AV","ACTIVIDADES DE PROGRAMACION INFORMATICA","LA REINA","AVENIDA OSSA 235, OFICINA 1245","SANTIAGO","UF","0",1e-06,1e-06,0.1205,"0.15049999999999999",0,0,0,"0"
"AU",47,4123,2025-07-02,2025-08-01,76974,14625,91599,91599,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","08/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 76974 MontoItem: 76974",NA,30,2025-07-08,0,"AU","VENTA DE PARTES, PIEZAS Y ACCESORIOS PAR","QUILICURA","AVDA COLORADO 681","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"AT",46,4122,2025-07-02,2025-08-01,221299,42047,263346,263346,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","25/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 5,635. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 221299 MontoItem: 221299",NA,30,2025-07-25,0,"AT","OTRAS ACTIVIDADES AUXILIARES DE LAS ACT","LAS CONDES","ENCOMENDEROS 113, OFICINA 1101","SANTIAGO","UF","3.32",100,20,0.025,"0.04",0,0,0,"0"
"AS",45,4121,2025-07-02,2025-08-01,626393,119015,745408,745408,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","04/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 15,95. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 626393 MontoItem: 626393",NA,30,2025-08-04,0,"AS","FABRICACION DE PLASTICOS Y CAUCHO SINTET","LAMPA","EL OTOÑO 398","SANTIAGO","UF","7.33",40,150,0.0276,"4.1500000000000002E-2",0,0,0,"0"
"AR",44,4120,2025-07-02,2025-08-01,64799,12312,77111,77111,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","31/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,65. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 64799 MontoItem: 64799",NA,30,2025-07-31,0,"AR","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","QUILICURA","CAMINO LO ECHEVERS 891, OFICINA 11 Y 12","SANTIAGO","UF","1.65",10,5,0.1,"0.13",0,0,0,"0"
"AQ",43,4118,2025-07-02,2025-08-01,64799,12312,77111,77111,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","07/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,65. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 64799 MontoItem: 64799",NA,30,2025-07-07,0,"AQ","ALQUILER DE OTROS TIPOS DE MAQUINARI","PUDAHUEL","PUERTO MADERO 9710, oficina B 15-16","SANTIAGO","UF","1.65",10,5,0.1,"0.13",0,0,0,"0"
"AP",42,4117,2025-07-02,2025-08-01,77524,14730,92254,92254,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","03/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,974. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 77524 MontoItem: 77524",NA,30,2025-07-03,0,"AP","SERVICIOS DE ASESORAMIENTO Y REPRESEN","LAS CONDES","MAGDALENA N° 140, OFICINA 2301","SANTIAGO","UF","1.86",10,5,0.114,"0.14399999999999999",0,0,0,"0"
"AO",41,4116,2025-07-02,2025-08-01,80115,15222,95337,95337,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","04/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 2,04. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 80115 MontoItem: 80115",NA,30,2025-08-04,0,"AO","CORRETAJE AL POR MAYOR DE PRODUCTOS AGRI","OVALLE","CARRETERA OVALLE-MONTE PATRIA KM 15, HUALLILLINGA, OFICINA 1","OVALLE","UF","1.65",10,5,0.1,"0.13",0,0,0,"0"
"AN",40,4115,2025-07-02,2025-08-01,220318,41860,262178,262178,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","04/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 5,61. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 220318 MontoItem: 220318",NA,30,2025-07-04,0,"AN","ACTIVIDADES DE CONSULTORIA DE GESTION","LAS CONDES","AVENIDA APOQUINDO NÚMERO 3076, OFICINA NÚMERO 701","SANTIAGO","UF","5.61",10,31,0.0909,"0.1363",20,20,0.0096,"1.44E-2"
"AM",39,4114,2025-07-02,2025-08-01,68727,13058,81785,81785,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","08/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,75. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 68727 MontoItem: 68727",NA,30,2025-07-08,0,"AM","FONDOS Y SOCIEDADES DE INVERSION Y ENTID","LO BARNECHEA","LA DEHESA 1822 OFICINA 405","SANTIAGO","UF","1.75",15,5,0.082,"0.106",0,0,0,"0"
"AL",38,4113,2025-07-02,2025-08-01,391938,74468,466406,466406,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","31/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 9,98. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 391938 MontoItem: 391938",NA,30,2025-07-31,0,"AL","ACTIVIDADES DE SERVICIOS VINCULADAS AL T","LAS CONDES","BALMORAL 309, OFICINA 604","SANTIAGO","UF","9.98",101,5,0.0931,"0.1163",0,0,0,"0"
"AK",37,4112,2025-07-02,2025-08-01,131562,24997,156559,156559,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","21/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 3,35. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 131562 MontoItem: 131562",NA,30,2025-07-21,0,"AK","ALQUILER DE VEHICULOS AUTOMOTORES SIN CH","LAS CONDES","AV. KENNEDY 7440, OFICINA 321","SANTIAGO","UF","1.97",20,5,0.0716,"0.1074",0,0,0,"0"
"AJ",36,4111,2025-07-02,2025-08-01,747116,141952,889068,889068,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","08/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 19,024. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 747116 MontoItem: 747116",NA,30,2025-08-08,0,"AJ","ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPOR","PROVIDENCIA","AV. LA CONCEPCIÓN 141, PISO 11","SANTIAGO","UF","6.91",60,20,0.0813,"0.1016",0,0,0,"0"
"AI",35,4110,2025-07-02,2025-08-01,63621,12088,75709,75709,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","14/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,62. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 63621 MontoItem: 63621",NA,30,2025-07-14,0,"AI","ALQUILER DE BIENES INMUEBLES AMOBLADOS O","LAS CONDES","ROSARIO NORTE 100, OF. 1501","SANTIAGO","UF","1.62",20,0,0.081,"0",0,0,0,"0"
"AH",34,4109,2025-07-02,2025-08-01,803708,152705,956413,956413,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","03/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 20,465. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 803708 MontoItem: 803708",NA,30,2025-07-03,0,"AH","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","LAS CONDES","CERRO EL PLOMO 5420 PISO 18","SANTIAGO","UF","17.420000000000002",151,60,0.074,"0.105",0,0,0,"0"
"AG",33,4108,2025-07-02,2025-08-01,134783,25609,160392,160392,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","31/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 3,432. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 134783 MontoItem: 134783",NA,30,2025-07-31,0,"AG","ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.","PROVIDENCIA","MARCHANT PEREIRA 150 OF 901","SANTIAGO","UF","0.44",5,0,0.088,"0",0,0,0,"0"
"AF",32,4107,2025-07-02,2025-08-01,315357,59918,375275,375275,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","02/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 8,03. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 315357 MontoItem: 315357",NA,30,2025-07-02,0,"AF","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","ANTOFAGASTA","CALLE NUEVE, 425 TA PARQUE AGPIA II, GALPON 27","ANTOFAGASTA","UF","8.0299999999999994",51,25,0.0976,"0.12189999999999999",0,0,0,"0"
"AE",31,4106,2025-07-02,2025-08-01,814429,154742,969171,969171,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","28/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 20,738. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 814429 MontoItem: 814429",NA,45,2025-07-28,0,"AE","ACTIVIDADES DE SERVICIOS VINCULADAS AL T","LA REINA","AVENIDA OSSA 235, OFICINA 1245","SANTIAGO","UF","16.13",30,151,0.09,"9.6000000000000002E-2",0,0,0,"0"
